BASE_CCY_AMT,FNCT_CCY_AMT,TXN_CCY_AMT,IB_FLAG,TXN_CCY,OPER_DPST_FLAG,LV_DMC_CTRY,FRS_ACCOUNT_CLASS,ACCT_TYP,ACTG_UNIT_NM,ROW_SRC_IND,REC_TYP,ARRG_MAT_TYP_CD,Outliers,Outliers_2
30701773.58,30701773.58,30701773.58,0,30,0,37,0,0,19,1,2,0,0,0
0.05,0.05,0.05,1,30,0,34,3,1,19,1,2,0,0,0
-96762976.69,-96762976.69,-96762976.69,0,30,0,35,0,0,19,1,2,0,0,0
683998.39,683998.39,683998.39,1,30,0,12,0,0,19,1,2,0,0,0
0,0,0,1,30,0,38,1,0,3,3,3,1,0,0
-2100,-38325,-2100,1,30,0,38,0,2,11,3,3,1,0,0
0,0,0,1,30,0,38,0,0,19,3,3,1,0,0
0,0,0,1,30,0,35,0,0,19,3,3,1,0,0
192003.13,192003.13,192003.13,1,30,0,35,0,0,19,3,3,1,0,0
0,0,0,1,30,0,35,0,0,19,3,3,1,0,0
38633.76,38633.76,38633.76,1,30,0,35,0,0,19,3,3,1,0,0
273.78,273.78,273.78,1,30,0,35,1,0,3,3,3,1,0,0
-784.41,-784.41,-784.41,1,30,0,35,0,2,11,3,3,1,0,0
-157.17,-157.17,-157.17,1,30,0,35,0,2,11,3,3,1,0,0
-146952.513,-119366.837,-135309.16,1,10,0,12,0,0,19,3,3,0,0,0
147591.248,119885.67,119885.67,1,11,0,12,0,0,19,3,3,0,0,0
-8782.457,-7182.81,-7182.81,1,11,0,12,0,2,11,3,3,1,0,0
0,0,0,0,1,0,13,2,3,0,1,0,0,0,0
0,0,0,0,1,0,13,2,3,1,1,0,0,0,0
0,0,0,0,13,0,13,2,3,1,1,0,0,0,0
0,0,0,0,13,0,13,2,3,0,1,0,0,0,0
-153040.56,-153040.56,-153040.56,0,30,0,30,0,0,19,1,2,0,0,0
0,0,0,1,30,0,12,2,3,8,1,3,0,0,0
-135865.63,-135865.63,-135865.63,0,30,0,24,0,0,19,1,2,0,0,0
82486342.58,82486342.58,82486342.58,1,30,0,32,0,0,19,1,2,0,0,0
-263818909.9,-263818909.9,-263818909.9,1,30,0,12,0,0,19,1,2,0,0,0
-19.74,-19.74,-16.04,1,11,0,12,0,0,19,1,3,0,0,0
330101501.2,330101501.2,303946872.7,1,10,0,12,0,0,19,1,3,0,0,0
2856.73,2856.73,2856.73,1,30,0,8,0,0,19,1,2,0,0,0
149266,121246.04,149266,0,30,0,12,0,3,6,3,3,1,0,0
0,0,0,1,30,0,35,0,0,19,3,3,1,0,0
0,0,0,1,30,0,35,1,0,3,3,3,1,0,0
-2248.81,-2248.81,-2248.81,1,30,0,35,0,2,11,3,3,1,0,0
-1629898.227,-12777016.68,-133701149.8,0,13,0,13,0,0,19,3,3,0,0,0
1629898.227,12777016.68,133701149.8,0,13,0,13,0,0,19,2,3,0,0,0
1622359.36,12717918.38,133082733.8,0,13,0,13,0,0,19,3,3,0,0,0
-1629898.227,-12777016.68,-133701149.8,0,13,0,13,0,0,19,2,3,0,0,0
7538.867,59098.307,618416,0,13,0,13,0,0,19,3,3,0,0,0
-1629898.227,-12777016.68,-133701149.8,0,13,0,13,0,0,19,2,3,0,0,0
1629898.227,12777016.68,133701149.8,0,13,0,13,0,0,19,2,3,0,0,0
1629898.227,12777016.68,133701149.8,0,13,0,13,3,1,12,3,3,0,0,0
-1629898.227,-12777016.68,-133701149.8,0,13,0,13,3,1,12,3,3,0,0,0
0,0,0,0,1,0,23,3,1,12,3,3,0,0,0
-12995.71,-12995.71,-12995.71,0,30,0,17,0,0,19,1,2,0,0,0
153242042.4,153242042.4,2670625694,0,32,0,35,0,0,19,1,1,0,0,0
-28078867,-28078867,-28078867,0,30,0,35,0,0,19,1,1,0,0,0
0,0,0,0,29,0,13,2,3,1,1,0,0,0,0
0,0,0,0,29,0,13,2,3,0,1,0,0,0,0
-1648.16651,-135026,-135026,0,13,0,16,2,3,1,1,0,0,0,0
-1648.16651,-135026,-135026,0,13,0,16,2,3,0,1,0,0,0,0
0,0,0,1,6,0,7,0,0,19,3,3,1,0,0
0,0,0,1,6,0,7,1,0,3,3,3,1,0,0
-29765.888,-17791666.67,-17791666.67,1,6,0,7,0,2,11,3,3,1,0,0
0,0,0,1,30,0,12,2,3,8,1,3,0,0,0
-25663.88528,-841443,-841443,0,27,0,31,2,3,1,1,0,0,0,0
-155793.4778,-5108008,-5108008,0,27,0,31,2,3,0,1,0,0,0,0
-457073.19,-457073.19,-457073.19,0,30,0,12,0,0,19,1,2,0,0,0
-1409251.6,-1409251.6,-1409251.6,0,30,0,13,0,0,19,1,2,0,0,0
137076.37,137076.37,137076.37,1,30,0,8,0,0,19,1,2,0,0,0
7988739.68,7988739.68,7988739.68,0,30,0,30,0,0,19,1,2,0,0,0
-294603,-294603,-294603,0,30,0,35,0,0,19,1,2,0,0,0
256010065.3,256010065.3,256010065.3,1,30,0,16,3,1,19,1,2,0,0,0
-124610.01,-124610.01,-124610.01,1,30,0,31,3,1,19,1,2,0,0,0
1990.31,1990.31,1990.31,0,30,0,24,0,0,19,1,2,0,0,0
3.28,3.28,3.28,0,30,0,35,0,0,19,1,2,0,0,0
-61298.37,-61298.37,-61298.37,0,30,0,24,0,0,19,1,2,0,0,0
-352932.66,-352932.66,-352932.66,0,30,0,35,0,0,19,1,2,0,0,0
7680229.309,251812062.4,251812062.4,0,27,0,31,3,1,12,3,3,0,0,0
-7680158.544,-251809742.2,-251809742.2,0,27,0,31,3,1,12,3,3,0,0,0
-7248835.312,-237667925.8,-237667925.8,0,27,0,31,0,0,19,3,3,0,0,0
7274651.694,238514368.8,238514368.8,0,27,0,31,0,0,19,3,3,0,0,0
-252900.612,-8291865,-8291865,0,27,0,31,0,0,19,0,3,0,0,0
27233.18,27233.18,27233.18,0,30,0,8,0,0,19,1,2,0,0,0
0,0,0,1,30,0,35,0,0,19,3,3,1,0,0
0,0,0,1,30,0,35,1,0,3,3,3,1,0,0
-23023.32,-23023.32,-23023.32,1,30,0,35,0,2,11,3,3,1,0,0
0,0,0,1,30,0,35,0,0,19,3,3,1,0,0
0,0,0,1,30,0,35,0,0,19,3,3,1,0,0
0,0,0,1,30,0,35,1,0,3,3,3,1,0,0
-114.95,-114.95,-114.95,1,30,0,35,0,2,11,3,3,1,0,0
0,0,0,1,30,0,35,0,0,19,3,3,1,0,0
1013790.99,1013790.99,1013790.99,1,30,0,8,0,0,19,1,2,0,0,0
0,0,0,1,24,1,12,3,1,12,3,3,0,1,1
163.123,132.502,11447.2,1,24,1,12,0,0,19,3,3,0,0,1
0,0,0,1,30,0,35,0,0,19,3,3,1,0,0
0,0,0,1,30,0,35,1,0,3,3,3,1,0,0
986486.54,986486.54,986486.54,1,30,0,35,0,0,19,3,3,1,0,0
141120.06,141120.06,141120.06,1,30,0,35,0,0,19,3,3,1,0,0
-3747.61,-3747.61,-3747.61,1,30,0,35,0,2,11,3,3,1,0,0
-134.16,-134.16,-134.16,1,30,0,35,0,2,11,3,3,1,0,0
0,0,0,1,14,0,8,0,3,6,3,3,1,0,0
0,0,0,1,14,0,8,0,0,19,3,3,1,0,0
43.563,35.63,40.45,1,10,0,12,0,2,11,3,3,1,0,0
-82.939,-67.84,-82.9,1,30,0,12,0,2,11,3,3,1,0,0
-1230.07,-999.163,-1132.609,1,10,0,12,1,0,3,3,3,1,0,0
3056.42,2482.674,3056.42,1,30,0,12,1,0,3,3,3,1,0,0
0,0,0,0,15,1,23,3,1,12,3,3,0,1,1
-786.015,-728.5,-14773.05,1,28,0,23,0,2,11,3,3,1,0,0
0,0,0,1,28,0,23,0,3,6,3,3,1,0,0
0,0,0,0,1,1,12,3,1,12,3,3,0,1,1
0,0,0,1,1,0,12,3,1,12,3,3,0,0,0
0,0,0,0,9,0,12,3,1,12,3,3,0,0,0
0,0,0,0,15,0,12,3,1,12,3,3,0,0,0
0,0,0,1,28,0,23,0,0,19,3,3,1,0,0
0,0,0,1,28,0,23,1,0,3,3,3,1,0,0
-85.26,-85.26,-85.26,1,30,0,17,0,0,19,1,2,0,0,0
322684866.5,322684866.5,322684866.5,0,30,0,35,0,0,19,1,1,0,0,0
3261.16,3261.16,3261.16,0,30,0,35,0,0,19,1,1,0,0,0
-5883,-5883,-5883,0,30,0,35,0,0,19,1,1,0,0,0
403071,403071,403071,0,30,0,35,0,0,19,1,1,0,0,0
651.62,651.62,6655,0,16,0,35,0,0,19,1,1,0,0,0
-8.65,-8.65,-86.4,0,19,0,35,3,1,19,1,1,0,0,0
49430.22599,27552465.94,49430.33,0,30,0,7,0,0,19,1,3,0,0,0
0,0,0,1,2,0,4,0,0,19,3,3,1,0,0
-225431.813,-302157.53,-302157.53,1,2,0,4,0,2,11,3,3,1,0,0
0,0,0,1,2,0,4,1,0,5,3,3,1,0,0
250000000,250000000,250000000,1,30,0,35,0,0,19,3,3,1,0,0
0,0,0,1,30,0,35,0,0,19,3,3,1,0,0
1371479.58,1371479.58,1371479.58,1,30,0,35,1,0,3,3,3,1,0,0
0,0,0,1,30,0,35,1,0,3,3,3,1,0,0
-13575.09,-13575.09,-13575.09,1,30,0,35,0,2,11,3,3,1,0,0
-360303.95,-360303.95,-360303.95,1,30,0,35,0,2,11,3,3,1,0,0
423297,423297,423297,1,30,0,35,0,0,19,3,3,1,0,0
6153.41,6153.41,6153.41,1,30,0,35,1,0,3,3,3,1,0,0
-1834.19,-1834.19,-1834.19,1,30,0,35,0,2,11,3,3,1,0,0
0,0,0,0,11,0,17,2,3,22,3,3,0,0,0
-0.037,-0.03,-0.03,0,11,0,17,2,2,16,3,3,0,0,0
0,0,0,0,20,0,17,2,3,22,3,3,0,0,0
-2767.125,-2263.42,-2766.62,1,30,0,12,0,2,11,3,3,1,0,0
-1741.205,-1424.25,-1740.91,1,30,0,12,0,2,11,3,3,1,0,0
7749.859,6295.069,7749.86,1,30,0,12,1,0,3,3,3,1,0,0
20526.56,16673.349,20526.56,1,30,0,12,1,0,3,3,3,1,0,0
0,0,0,0,29,0,23,3,1,12,3,3,0,0,0
0,0,0,1,30,0,15,3,1,12,3,3,0,0,0
411746,411746,411746,0,30,0,35,0,0,19,1,1,0,0,0
380570,380570,380570,0,30,0,35,0,0,19,1,1,0,0,0
